               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  15,            0.059201,            0.013904,            0.035391,             0.63604,             0.10433,             0.10006,            0.044355,            0.053078,            0.013498,            0.033872,              0.0058,              0.0058,              0.0058
                  16,            0.056743,            0.014105,            0.034924,             0.47312,             0.15725,            0.087902,            0.026827,            0.058317,            0.013286,            0.032986,              0.0055,              0.0055,              0.0055
                  17,            0.060037,            0.013185,            0.031483,             0.59137,             0.13174,            0.088263,            0.035147,            0.053763,            0.013432,            0.030373,              0.0052,              0.0052,              0.0052
                  18,            0.056561,            0.013881,            0.033693,             0.27345,             0.20853,            0.085096,            0.032706,             0.05408,             0.01359,            0.033622,              0.0049,              0.0049,              0.0049
                  19,            0.054356,            0.013538,            0.028281,             0.40788,             0.17631,             0.12146,            0.047645,            0.052856,            0.012421,            0.029145,              0.0046,              0.0046,              0.0046
                  20,            0.055183,            0.013244,            0.030142,             0.66782,             0.12191,             0.13036,            0.052855,             0.04925,            0.012227,            0.028632,              0.0043,              0.0043,              0.0043
                  21,            0.051873,            0.014074,            0.029215,             0.61964,             0.19104,             0.16676,            0.072595,            0.046264,             0.01156,            0.027147,               0.004,               0.004,               0.004
                  22,            0.051261,            0.011982,            0.026294,             0.62761,             0.21521,             0.17572,            0.077904,            0.044459,            0.011288,            0.026361,              0.0037,              0.0037,              0.0037
                  23,            0.050387,            0.012054,            0.030823,             0.63563,              0.2164,             0.18054,            0.076112,            0.045622,            0.011377,            0.027254,              0.0034,              0.0034,              0.0034
                  24,            0.049961,            0.011742,            0.027083,             0.44534,             0.31014,              0.1874,            0.080852,            0.045237,            0.011342,            0.027869,              0.0031,              0.0031,              0.0031
                  25,            0.046526,            0.012439,            0.028122,             0.51173,             0.27959,             0.22573,             0.11566,            0.041981,            0.010266,             0.02496,              0.0028,              0.0028,              0.0028
                  26,            0.046847,             0.01224,             0.02682,              0.6726,             0.19818,             0.21652,             0.10409,            0.046673,            0.010023,            0.024314,              0.0025,              0.0025,              0.0025
                  27,            0.047084,            0.011801,             0.02749,             0.69006,             0.22174,             0.24046,             0.12672,            0.038799,           0.0099773,            0.024004,              0.0022,              0.0022,              0.0022
                  28,            0.043655,            0.011736,            0.025768,             0.62514,               0.261,             0.26165,             0.14524,            0.037993,           0.0097107,            0.023618,              0.0019,              0.0019,              0.0019
                  29,            0.044074,            0.011361,            0.025964,             0.65224,             0.25999,             0.27705,             0.15717,            0.037004,           0.0094859,            0.023398,              0.0016,              0.0016,              0.0016
