"id","id_creator_fk","createdon","filename","view","image_quality","context","container_url","blob_name"
"730a3261-bf6d-4563-b3fa-f88228e78447","771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-07 11:47:39,f2403431-c4a5-402a-b04a-f0628baec0a9(7).jpg,side,good,river,https://dataplasticoprod.blob.core.windows.net/images2label/f2403431-c4a5-402a-b04a-f0628baec0a9(7).jpg,
"7458c3e6-c61a-45f9-92f4-a2d595022206","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:15:45,img823.jpg,above,good,nature,"",""
"85d06809-3d14-4408-8c52-66a5901c9b7e","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:15:13,img318.jpg,above,good,nature,"",""
a81e7293-4d07-44db-8b73-32b3e56b9ef4,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:15:48,img946.jpg,side,bad,river,"",""
"0e66e5da-d652-4152-b06e-0233a6c2edc7","771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-07 11:47:57,"4014e681-27de-469b-93ee-1f8fa87ceb66(13).jpg",side,good,river,https://dataplasticoprod.blob.core.windows.net/images2label/4014e681-27de-469b-93ee-1f8fa87ceb66(13).jpg,
"05588a2e-7842-413e-a502-c4e9bcaebd69","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:15:28,img3746.jpg,side,good,river,"",""
baa20d3d-6c3c-462f-a785-6ad4251b3767,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:14:58,img2571.jpg,side,good,river,"",""
"22383cbb-44bb-4ea8-a541-996e31b634ce","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:15:02,img2707.jpg,side,medium,river,"",""
"1804d067-1452-4142-a64a-1ef438601db8","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:14:18,img1013.jpg,side,good,river,"",""
"1f86ce8d-73d4-45ad-b77e-6aafec8ba476","771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-07 11:52:39,"151927dc-b14e-493e-b653-95cf53eaf1b9(5).jpg",side,good,nature,https://dataplasticoprod.blob.core.windows.net/images2label/151927dc-b14e-493e-b653-95cf53eaf1b9(5).jpg,
"15cb38d9-039f-4025-b25d-491b4f9c5410","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:14:48,img2183.JPG,side,good,river,"",""
"12a2ade1-0cd4-4773-8b09-35d6e2cb0afc","771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-07 11:47:48,"4014e681-27de-469b-93ee-1f8fa87ceb66(11).jpg",side,good,river,https://dataplasticoprod.blob.core.windows.net/images2label/4014e681-27de-469b-93ee-1f8fa87ceb66(11).jpg,
"50980666-0fd9-4c55-9331-94795b30ce8e","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:15:49,img983.jpg,side,medium,river,"",""
"5f3ddb8f-88b9-484c-a2b6-315437b93bae","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:15:29,img3783.jpg,above,medium,nature,"",""
ff396da6-1dd9-4354-88ee-070404ad42a9,"771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-07 11:47:45,f2403431-c4a5-402a-b04a-f0628baec0a9(9).jpg,side,good,river,https://dataplasticoprod.blob.core.windows.net/images2label/f2403431-c4a5-402a-b04a-f0628baec0a9(9).jpg,
"56c1dee2-d893-46af-bd9e-ba5ee5d370a5","771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-07 11:47:48,f2403431-c4a5-402a-b04a-f0628baec0a9(10).jpg,side,good,nature,https://dataplasticoprod.blob.core.windows.net/images2label/f2403431-c4a5-402a-b04a-f0628baec0a9(10).jpg,
"1a0ee72e-7db8-4203-8c0f-231681b15eed","771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-07 11:47:20,f2403431-c4a5-402a-b04a-f0628baec0a9(3).jpg,side,good,river,https://dataplasticoprod.blob.core.windows.net/images2label/f2403431-c4a5-402a-b04a-f0628baec0a9(3).jpg,
"55808d5e-dc5d-401f-a0d1-5ec4707906bd","671c13d0-3771-4b2b-a9f7-a31fa96ee62c",2021-08-21 13:46:02,a78fb9da-2fd1-4381-9e5c-1c7a1233f192(4).jpg,side,good,nature,https://dataplasticoprod.blob.core.windows.net/images2label/a78fb9da-2fd1-4381-9e5c-1c7a1233f192(4).jpg,
"128f03b9-9a9f-4495-96b9-566caed60f92","771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-07 11:45:29,e97d72dd-80bb-44dc-b91f-71e40f264a32(2).jpg,side,good,nature,https://dataplasticoprod.blob.core.windows.net/images2label/e97d72dd-80bb-44dc-b91f-71e40f264a32(2).jpg,
feb022a4-e995-4c38-946e-28325eb273b0,"771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-07 11:47:19,"4014e681-27de-469b-93ee-1f8fa87ceb66(2).jpg",side,bad,river,https://dataplasticoprod.blob.core.windows.net/images2label/4014e681-27de-469b-93ee-1f8fa87ceb66(2).jpg,
"3b9acf10-9a29-45fe-a528-6ffeaba0cb66","771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-07 11:47:14,"4014e681-27de-469b-93ee-1f8fa87ceb66.jpg",side,bad,river,https://dataplasticoprod.blob.core.windows.net/images2label/4014e681-27de-469b-93ee-1f8fa87ceb66.jpg,
"1b5d9eeb-2569-4638-923c-a7c1854174b7","771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-07 11:47:12,f2403431-c4a5-402a-b04a-f0628baec0a9(1).jpg,above,medium,river,https://dataplasticoprod.blob.core.windows.net/images2label/f2403431-c4a5-402a-b04a-f0628baec0a9(1).jpg,
b3fe8f4d-c1b1-4e23-b82a-6a99300d3027,"771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-07 11:47:10,f2403431-c4a5-402a-b04a-f0628baec0a9.jpg,side,good,river,https://dataplasticoprod.blob.core.windows.net/images2label/f2403431-c4a5-402a-b04a-f0628baec0a9.jpg,
e422e0f4-eeca-4d75-928b-d50df2708f9d,"771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-07 11:45:24,e97d72dd-80bb-44dc-b91f-71e40f264a32.jpg,side,good,river,https://dataplasticoprod.blob.core.windows.net/images2label/e97d72dd-80bb-44dc-b91f-71e40f264a32.jpg,
b40be594-8bc4-4c36-a26e-23808c8f25dd,"771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-07 11:47:50,"4014e681-27de-469b-93ee-1f8fa87ceb66(12).jpg",side,bad,river,https://dataplasticoprod.blob.core.windows.net/images2label/4014e681-27de-469b-93ee-1f8fa87ceb66(12).jpg,
"70d88905-239d-4c14-931c-d51465b5489b","771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-07 11:45:32,e97d72dd-80bb-44dc-b91f-71e40f264a32(3).jpg,side,medium,river,https://dataplasticoprod.blob.core.windows.net/images2label/e97d72dd-80bb-44dc-b91f-71e40f264a32(3).jpg,
"61e6288b-c6df-4aa0-808b-04222dc9c0a8","83e43b18-0495-4692-a167-6b1ccde01e05",2021-05-19 13:04:02,"10e41103-a428-4420-a593-5f52d5034944(1).jpg","","","",https://dataplasticoprod.blob.core.windows.net/images2label/def434c3-210f-4329-80ae-f313b125cc8c.jpg,
"7251abb8-dff2-403f-95b2-e73b8bef42b8","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:14:37,img1754.JPG,side,good,nature,"",""
"67b5e85e-157b-4281-967b-2fb092c0c83d","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:15:40,img659.jpg,above,medium,urban,"",""
"44a71a5e-996c-438a-991e-af461f9dcb63","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:15:35,img453.jpg,above,medium,nature,"",""
"417dcd65-afb5-4b83-a487-23af2175bd19","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:15:23,img3565.jpg,side,good,river,"",""
f45921bc-5239-4d7d-8c45-59246d6a5dd9,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:15:04,img2797.jpg,side,good,river,"",""
e848c170-f8bf-463c-83bf-f65c24b51feb,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:15:35,img444.jpg,side,good,urban,"",""
d310f320-13f1-44ac-af0d-128b32928a80,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:15:11,img3081.jpg,side,good,river,"",""
"07009943-c744-470e-b46b-74c4db49a861","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:15:40,img66.jpg,above,good,nature,"",""
"9d4abf53-8469-413b-ba60-a071ab1ebda2","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:14:44,img2020.jpg,above,good,nature,"",""
d8b3bcd9-3f02-49d8-b3a3-3042002eb465,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:14:50,img2245.JPG,above,good,river,"",""
fdc17667-0239-4ba0-9e1b-ddb85d451297,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:14:35,img167.jpg,side,medium,river,"",""
e053c212-bb63-4376-b8f5-cfac563a59bd,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:14:14,img(153).jpeg,above,medium,river,"",""
e3295baa-c0ff-41c9-a89f-5696ef0d3461,"771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-07 11:48:01,f2403431-c4a5-402a-b04a-f0628baec0a9(13).jpg,side,medium,river,https://dataplasticoprod.blob.core.windows.net/images2label/f2403431-c4a5-402a-b04a-f0628baec0a9(13).jpg,
"7ae0e9d4-4175-4389-a39b-ac4d138d9b34","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:14:30,img1468.jpg,side,bad,river,"",""
"7610118c-06e6-44b7-8c75-650ed8b5a301","771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-07 11:48:15,"4014e681-27de-469b-93ee-1f8fa87ceb66(20).jpg","","","",https://dataplasticoprod.blob.core.windows.net/images2label/4014e681-27de-469b-93ee-1f8fa87ceb66(20).jpg,
"991d4ad0-ca44-4810-b427-7f7edc5891fb","771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-07 11:47:07,f3ed2231-7a09-4c7d-acb7-bd23c087e865(4).jpg,side,bad,river,https://dataplasticoprod.blob.core.windows.net/images2label/f3ed2231-7a09-4c7d-acb7-bd23c087e865(4).jpg,
"2d6ebef9-11d1-42db-8cf9-19160ec3c83d","771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-07 11:48:33,f2403431-c4a5-402a-b04a-f0628baec0a9(20).jpg,"","","",https://dataplasticoprod.blob.core.windows.net/images2label/f2403431-c4a5-402a-b04a-f0628baec0a9(20).jpg,
"845d2c8d-47be-4a77-bd6b-70fc2ae1ca5d","771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-07 11:48:36,"4014e681-27de-469b-93ee-1f8fa87ceb66(27).jpg","","","",https://dataplasticoprod.blob.core.windows.net/images2label/4014e681-27de-469b-93ee-1f8fa87ceb66(27).jpg,
"2cea3339-1273-48d5-a39a-24fe6f5fc5cc","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:14:48,img2169.JPG,side,bad,nature,"",""
e75cafea-a921-4ac3-bf74-06839cd9115a,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:15:27,img3717.jpg,side,good,river,"",""
"9b556273-42b5-4bb4-b93e-9acb37c0f0e7","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:14:43,img1974.jpg,side,good,river,"",""
"9af7981d-76a8-4eb2-b22a-b42e87c50817","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:15:32,img3921.jpg,side,good,river,"",""
"6d8d488c-2b42-4920-b6ed-05d64a5f824d","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:15:46,img887.jpg,side,good,river,"",""
a94b5d45-7240-4edc-9e2f-79861fc0730a,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:15:08,img2979.jpg,side,medium,river,"",""
"37ad6420-6446-4707-933a-3728b21a115f","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:14:43,img2.jpg,side,good,nature,"",""
"890a8dd0-52e6-44c3-9644-7a8db6371ddc","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:15:15,img3231.jpg,side,good,river,"",""
"69556406-50a7-4cf8-aaab-b845a541d70b","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:14:21,img1138.jpg,side,good,nature,"",""
"92c51762-659d-47d5-a2d2-c2c6002813f1","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:14:47,img2132.jpg,side,good,river,"",""
"4e863965-9f6a-4f3d-b525-a752f36e5ac4","771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-07 11:48:22,f2403431-c4a5-402a-b04a-f0628baec0a9(17).jpg,side,good,nature,https://dataplasticoprod.blob.core.windows.net/images2label/f2403431-c4a5-402a-b04a-f0628baec0a9(17).jpg,
"23ec7241-c058-486b-9864-068496447bc0","771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-07 11:48:14,f2403431-c4a5-402a-b04a-f0628baec0a9(16).jpg,side,medium,nature,https://dataplasticoprod.blob.core.windows.net/images2label/f2403431-c4a5-402a-b04a-f0628baec0a9(16).jpg,
f3add159-0ce0-42e5-ab0c-4eb0268f0d73,"771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-07 11:48:24,f2403431-c4a5-402a-b04a-f0628baec0a9(18).jpg,side,good,nature,https://dataplasticoprod.blob.core.windows.net/images2label/f2403431-c4a5-402a-b04a-f0628baec0a9(18).jpg,
"9425e8b7-71c9-4851-afba-c3931aecd353","771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-01 16:46:50,de9c08cc-627c-4684-929a-515355647ffe(2).jpg,above,good,river,https://dataplasticoprod.blob.core.windows.net/images2label/de9c08cc-627c-4684-929a-515355647ffe(2).jpg,
"6e26b8fc-914b-4109-884b-ccd47d28a2ad","771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-07 11:48:17,"4014e681-27de-469b-93ee-1f8fa87ceb66(21).jpg",side,bad,river,https://dataplasticoprod.blob.core.windows.net/images2label/4014e681-27de-469b-93ee-1f8fa87ceb66(21).jpg,
"32b8baa9-b5c0-47ab-9df6-55b8624f8c8e","771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-07 11:48:39,"4014e681-27de-469b-93ee-1f8fa87ceb66(28).jpg",side,good,nature,https://dataplasticoprod.blob.core.windows.net/images2label/4014e681-27de-469b-93ee-1f8fa87ceb66(28).jpg,
f0758d5e-71d6-4ae4-a563-38601d6351c1,"771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-07 11:48:41,f2403431-c4a5-402a-b04a-f0628baec0a9(21).jpg,above,good,nature,https://dataplasticoprod.blob.core.windows.net/images2label/f2403431-c4a5-402a-b04a-f0628baec0a9(21).jpg,
e1c14c40-5264-41e5-b8a6-b35b9589e2cf,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:15:48,img959.jpg,above,medium,river,"",""
e9ebdf6d-3b5d-429c-91ab-85da3ada4400,"4ff9136d-508f-4592-b920-6534c9d70f1e",2021-09-03 15:40:29,"5b677166-1751-49db-bcfa-a330f27db2c9(34).jpg",above,good,nature,https://dataplasticoprod.blob.core.windows.net/images2label/5b677166-1751-49db-bcfa-a330f27db2c9(34).jpg,
c989bf06-5ba8-48d6-ada5-7f3e89c37c6d,"771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-07 11:48:10,f2403431-c4a5-402a-b04a-f0628baec0a9(15).jpg,side,good,nature,https://dataplasticoprod.blob.core.windows.net/images2label/f2403431-c4a5-402a-b04a-f0628baec0a9(15).jpg,
"40bb4e5a-72b7-446d-9686-3e2c2185e4a7","771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-01 16:46:34,de9c08cc-627c-4684-929a-515355647ffe.jpg,above,good,urban,https://dataplasticoprod.blob.core.windows.net/images2label/de9c08cc-627c-4684-929a-515355647ffe.jpg,
"92875e8b-db55-4a74-9aa7-cfba4f8efb49","771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-07 11:48:25,"4014e681-27de-469b-93ee-1f8fa87ceb66(23).jpg",side,good,river,https://dataplasticoprod.blob.core.windows.net/images2label/4014e681-27de-469b-93ee-1f8fa87ceb66(23).jpg,
"8feff82e-b133-4f7f-9fb0-42c11c82329c","771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-07 11:48:29,"4014e681-27de-469b-93ee-1f8fa87ceb66(24).jpg",side,bad,river,https://dataplasticoprod.blob.core.windows.net/images2label/4014e681-27de-469b-93ee-1f8fa87ceb66(24).jpg,
"268e133e-33b8-4016-b19c-a30a666e1b61","771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-07 11:48:22,"4014e681-27de-469b-93ee-1f8fa87ceb66(22).jpg",side,good,river,https://dataplasticoprod.blob.core.windows.net/images2label/4014e681-27de-469b-93ee-1f8fa87ceb66(22).jpg,
eb6e843f-d68c-490c-987a-1771f5038b66,"771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-07 11:48:29,f2403431-c4a5-402a-b04a-f0628baec0a9(19).jpg,side,medium,river,https://dataplasticoprod.blob.core.windows.net/images2label/f2403431-c4a5-402a-b04a-f0628baec0a9(19).jpg,
"1e433054-d43e-4087-a38a-77218b47ba6a","771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-07 11:48:30,"4014e681-27de-469b-93ee-1f8fa87ceb66(25).jpg",side,bad,river,https://dataplasticoprod.blob.core.windows.net/images2label/4014e681-27de-469b-93ee-1f8fa87ceb66(25).jpg,
"05885823-4341-4757-94f9-d482dc00d6fa","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:14:15,img(185).jpeg,side,good,river,"",""
"279d5dad-e382-4c6c-a106-d94ce98221d4","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:15:38,img558.jpg,above,good,river,"",""
c9b59bbf-2c65-4673-842c-c02fe433dab2,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:15:28,img3757.jpg,side,good,river,"",""
e7df5ab8-652a-49c6-a461-42c1f85cc688,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:15:42,img736.jpg,above,good,urban,"",""
"42c38867-209c-4aea-9547-3c9ee265d13a","7201904a-ba32-4771-a793-be0c3e0e3d10",2021-05-20 17:33:42,"29e52b12-7b77-4cbb-adc9-9c0dc8fce08c(2).jpg",above,good,nature,https://dataplasticoprod.blob.core.windows.net/images2label/29e52b12-7b77-4cbb-adc9-9c0dc8fce08c(2).jpg,
"1e28b90a-4311-4dd9-b8da-7c52f397ebca","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:15:42,img726.jpg,above,good,nature,"",""
"5d71bea7-4b87-4bfc-9dae-2ad3dd2fddd6","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:14:51,img2281.jpg,side,good,river,"",""
ddfdb81b-338d-4933-9c4f-6477348c44f0,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:14:16,img(212).jpeg,side,good,river,"",""
"072286be-5e2a-47bb-94a8-29a060107533","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:15:22,img3518.jpg,side,good,river,"",""
"1aa788fb-360d-4d40-82d4-c718835c7bb3","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:14:28,img1414.jpg,side,good,river,"",""
"3495c3d1-4df7-432b-99d2-6611985d806f","771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-01 16:46:55,"3684661e-2670-4dc3-9b4c-1f87940c8b60(3).jpg",above,bad,nature,https://dataplasticoprod.blob.core.windows.net/images2label/3684661e-2670-4dc3-9b4c-1f87940c8b60(3).jpg,
"2a0ebdfa-484e-4252-b68b-6c79a2451ea3","771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-03 17:53:19,"5a171e30-2906-42db-9122-f983da1cd869(23).jpg",side,medium,river,https://dataplasticoprod.blob.core.windows.net/images2label/5a171e30-2906-42db-9122-f983da1cd869(23).jpg,
d740af1e-9191-4c28-b112-25fcb69c1490,"771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-07 11:37:53,"2ddaaa3c-81b9-408c-9bb2-8578c3457e87(2).jpg","","","",https://dataplasticoprod.blob.core.windows.net/images2label/2ddaaa3c-81b9-408c-9bb2-8578c3457e87(2).jpg,
ff1fe6ec-587d-4f56-819a-dc460c23a97b,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:14:24,img1230.jpg,side,good,river,"",""
"01a14947-4c3e-4e0f-9f1b-71e5cf5ae6e9","771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-07 11:37:55,"32576cd6-ca6b-4712-b419-25952c0e408d(4).jpg",side,medium,river,https://dataplasticoprod.blob.core.windows.net/images2label/32576cd6-ca6b-4712-b419-25952c0e408d(4).jpg,
"526892ed-96dc-47cd-b8d7-819e7dafc1c8","771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-07 11:37:51,"32576cd6-ca6b-4712-b419-25952c0e408d(3).jpg",,,,https://dataplasticoprod.blob.core.windows.net/images2label/32576cd6-ca6b-4712-b419-25952c0e408d(3).jpg,
d55173f2-a9d1-4a72-b810-63fe4d6e6fe6,"771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-01 16:46:42,"3684661e-2670-4dc3-9b4c-1f87940c8b60(1).jpg",side,bad,river,https://dataplasticoprod.blob.core.windows.net/images2label/3684661e-2670-4dc3-9b4c-1f87940c8b60(1).jpg,
"73402db6-7f37-4874-8a4c-3c74f8d5c03e","771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-07 11:38:01,"2ddaaa3c-81b9-408c-9bb2-8578c3457e87(4).jpg",side,bad,river,https://dataplasticoprod.blob.core.windows.net/images2label/2ddaaa3c-81b9-408c-9bb2-8578c3457e87(4).jpg,
dc39bbeb-8291-4ae6-be94-3aceeb0b82fb,"771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-01 16:46:39,"3684661e-2670-4dc3-9b4c-1f87940c8b60.jpg",side,bad,urban,https://dataplasticoprod.blob.core.windows.net/images2label/3684661e-2670-4dc3-9b4c-1f87940c8b60.jpg,
"4b21b6b3-e986-4238-891e-3227201ccefd","771eccaa-806a-4557-a669-d1e75e2f565f",2021-07-01 16:46:51,"3684661e-2670-4dc3-9b4c-1f87940c8b60(2).jpg",side,good,nature,https://dataplasticoprod.blob.core.windows.net/images2label/3684661e-2670-4dc3-9b4c-1f87940c8b60(2).jpg,
c3fc86a8-a258-468b-b785-b1977d99f121,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:14:20,img1089.jpg,side,good,river,"",""
"7c526fbf-afe2-4746-8d58-039010b2eea2","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-05-27 12:14:40,img1855.JPG,side,good,river,"",""
