,id,id_creator_fk,createdon,id_ref_trash_type_fk,id_ref_images_for_labelling,location_x,location_y,width,height
12,991655c3-bbd5-4aad-b18c-63699e92e5ef,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 15:59:43.935,2,964c97a5-496d-40af-9036-1eaff05882ac,1385,2078,244,360
13,a8fe12f0-9f22-4039-80d4-07251c7ca641,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 15:59:47.622,9,2197d040-ff26-4377-9b7c-620c28d44ee3,2211,1196,158,531
14,f3c1a863-d2cd-4016-829b-cddda68f1c1b,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 15:59:53.638,1,6935e3f5-f45c-455b-82fd-a25c9810afb8,2249,1162,158,182
15,b3893c99-e964-4fca-82de-a9017188c284,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 15:59:53.670,1,6935e3f5-f45c-455b-82fd-a25c9810afb8,1451,1830,69,170
16,aaa63dcd-4344-46af-a4f6-c52eeb6929c0,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:00:09.437,3,46a80b89-1b2f-473a-a316-5d4a9aa35b5d,1386,3070,772,523
17,44377ac7-36d5-410b-a9d0-6533f806bbf3,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:00:46.408,3,b025f693-4135-41f0-96c6-c6f852b0afd1,1019,1546,135,92
18,4436a14b-e797-48cf-acc6-1793a35fe282,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:00:52.596,3,3c986464-fa2f-48f0-84a1-dbb9bbe464bb,1221,1223,202,137
19,7e57e67d-0020-459d-9f91-4c84b2bca4d8,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:03:13.108,1,dab3aeb2-25c3-4b8e-9f59-8dda7733efc2,885,1462,101,310
20,7cf3eb8b-b312-417c-8ea9-8b9eb48033fc,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:06:06.887,1,34a2b2b6-5eed-43af-8549-053ebf965774,1573,2147,114,204
21,dddbc9c5-24a3-4dfa-96c5-51c549a5a5fb,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:06:06.903,1,34a2b2b6-5eed-43af-8549-053ebf965774,2736,2689,164,119
22,7377838c-67d5-4d6a-adc4-7742b4afb4ef,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:06:06.966,1,34a2b2b6-5eed-43af-8549-053ebf965774,1941,1616,110,94
23,5c4e5f36-2b2a-4e29-b6ac-500b73ddb610,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:06:11.544,1,40015e31-7530-4854-9142-1979e261a5f5,1514,1553,320,198
24,a60cf0d0-2543-4a03-b1ea-c63be50a8360,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:08:21.632,1,973b6aa3-9f1b-49e9-adf2-40566929731f,1749,592,227,259
25,7b3e2220-aec4-4ab4-b187-98479148a2d9,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:13:42.064,1,28f895b5-fe9b-4f64-88cf-fc4b9c01bed4,2349,1172,251,251
26,47c65de0-fcdf-4037-869c-ebfcc7f35484,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:13:42.064,1,28f895b5-fe9b-4f64-88cf-fc4b9c01bed4,1562,1078,450,868
27,4e9792b8-a717-405e-92b8-542520cdc31b,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:14:32.443,3,9d1fc82c-7df5-49a9-8101-0a24b07f467b,1298,3107,542,224
28,8296c469-b894-4fb1-b18b-db854ac39018,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:15:51.277,1,5f80ab8c-fbee-4209-8c2b-8ee7be0bbda4,1511,1562,119,660
29,f95afba1-d948-404d-bdb1-cb8672c0615f,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:16:39.952,1,6b2d2ec5-598e-4483-852b-db4043aa16f9,909,843,1010,1054
30,37d53645-bb6c-4fd5-b969-8288b8456de3,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:17:03.954,1,d7fd9278-105c-4ad7-a0bb-7003a7fb84c2,1840,874,245,267
31,0a7522ac-6d5b-49a7-b094-5c5ac9a520a6,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:17:04.017,1,d7fd9278-105c-4ad7-a0bb-7003a7fb84c2,1978,1173,98,113
32,cdcba505-74c1-4ac9-89e7-d914a2479621,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:17:04.017,1,d7fd9278-105c-4ad7-a0bb-7003a7fb84c2,1128,997,88,141
33,7f8e38b4-77f4-4b51-8da9-81c2050916e6,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:17:04.032,1,d7fd9278-105c-4ad7-a0bb-7003a7fb84c2,428,1261,139,154
34,6cfbb38f-6819-4139-bf9b-1d3aa5f3a975,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:17:04.048,1,d7fd9278-105c-4ad7-a0bb-7003a7fb84c2,3638,1019,167,305
35,3583e2ca-3a71-4a00-8ad4-c0e13bc0fb4a,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:19:47.969,6,6326327c-7b09-4945-8d75-78f2515e9229,1613,647,303,237
36,9cafb2ed-d2e9-4ab1-b362-81a79b6b8443,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:20:07.376,1,80c7b95c-d6fc-4027-8053-5209dc637cd0,1278,1835,198,199
37,2e8ff614-2c7a-40f7-8c2b-908095c574d7,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:20:33.925,9,6e1e61cd-b7e2-4a25-ae79-20fce9c5a889,1238,2381,229,240
38,e8aef311-d77e-438e-95cb-218c0e9d2e02,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:20:37.394,2,f70d0edf-66d5-49be-888f-2672c4d5df6c,1738,2186,403,230
39,109058e1-3a40-4f82-af42-014ffa26d9df,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-05-28 13:24:28.093,1,15f6cb99-3f23-47fa-b537-c91edf23c0fb,1226,2567,253,288
40,f258c8b8-5aea-48b2-9173-670a8984dd23,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-05-28 13:26:03.788,1,a9396eae-de84-454f-9004-a8f4414233cc,938,1780,753,582
41,8eb6c9f9-9010-4fe3-bcc7-6d7a256aed57,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-05-28 20:27:53.964,1,24c22cf0-df6a-41fa-9009-e2f1c038e02e,1074,2221,173,250
42,3557689d-2308-4735-bcc9-f614c0e34521,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-05-29 12:31:08.743,8,fd451ad5-a33a-4728-a123-4aa8fa14bd6a,1939,1286,127,382
43,5f2604b3-be1c-488f-b984-0be73f832f3e,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-05-29 16:17:31.569,3,72efa31d-0208-4f92-bb8e-84026c7563a5,2732,2135,168,168
44,8f30ad65-c8c7-42f0-84ac-18416d9ce5d6,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-05-29 16:24:51.572,3,421ded93-35b1-489c-9c49-26bd05a69696,1836,1489,278,455
45,33efcd29-17af-4509-86c3-2eaa22a88cfe,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-05-29 16:25:26.028,3,c50f243c-4d66-4a57-bb6d-7f5148dd4f96,1961,1463,167,237
46,46e3f494-6f78-417d-acad-849123cc8cc1,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-05-29 16:28:57.701,9,9ec923a2-7b31-4bd3-98e8-3bb6a50ab5cc,1778,2379,189,229
47,6510c3d9-77db-4738-bcfa-b8805e5ab0fa,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-05-29 16:35:58.844,3,b6af80f7-aa2d-405b-927e-c47d21950458,441,2114,75,67
48,531cc0b0-1a35-4ba4-8c32-2a61493bcae8,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-05-29 16:37:19.695,1,b1055c28-00be-4346-a92f-fff24446e5b1,416,1380,178,240
49,908c28eb-6f5e-4f79-bc23-62ac71815f72,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-05-29 16:38:12.167,10,8b5786a5-5fc9-4bf5-a055-854fce8a8e09,1252,1913,125,154
50,d579f961-1a55-4ba4-9d4a-733a5ee12f0d,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-05-29 16:38:37.873,6,027888e9-aeed-4de1-97c6-e55c745b4f78,720,1885,548,422
51,95d6a46c-7c79-4d71-80b7-3ea449ae13e0,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-05-29 16:49:10.485,3,d5893ca3-24b0-4149-8bb5-6dae85055a97,2132,1857,504,224
52,6e8edaa3-796a-418d-94d7-ff80b87998b1,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-05-29 20:46:12.063,3,37ad6420-6446-4707-933a-3728b21a115f,1456,1518,521,1217
53,5a9046eb-1090-4f73-b1c4-dad383447188,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-05-29 21:02:55.893,1,d22bbec2-0fac-49bd-9a81-d8f5a8c04145,1730,1146,216,536
54,f0be62a3-cbc9-43f9-83c9-e8d1d9c2e362,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-05-29 21:05:05.998,3,3592fab4-1885-412a-937e-876d8a590fe5,2292,2929,345,262
55,f04062d3-5832-452b-b135-759b12790a84,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-05-29 22:05:48.114,10,cff5fde1-c37b-460a-8368-b535e8940b6c,2998,1610,276,520
56,13862649-afe7-4350-964a-53874c38bfbd,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-05-29 22:06:51.588,1,c327bb3a-2fa9-43b6-a879-7ce8753779c3,1303,2319,231,319
57,d9f5020e-39f0-4edd-9cf6-4f09c0b35135,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-05-31 08:33:46.361,7,d53538a5-7a0b-48a7-baf1-d99f217acef7,2213,1431,361,385
58,b37f2b59-68f7-48d1-adbe-1f047b7f0b41,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-05-31 08:35:32.322,1,648dac91-61b8-469a-9795-44082bf93b5e,1297,1746,303,346
59,18af59e5-34bb-4bae-9f9b-060f91731302,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-05-31 08:39:14.199,1,c14fc72e-e69a-4943-bc33-562e6af8753b,652,1804,621,550
60,9b53d4b4-2b19-4499-83ba-ce420b1d1199,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-05-31 08:41:03.709,6,928ebe9b-9f59-4757-9923-6aa0a0222cd2,2063,1415,158,130
61,0f1fd62a-f45e-45d3-9960-e108cf2e7efb,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-05-31 08:43:33.861,1,e1af9225-ed5f-4ab9-95d8-e6d50b2310ed,1437,3324,234,201
62,7d2699c4-1b87-4ae9-9cfc-dd01e3329028,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-05-31 08:45:59.482,10,3acfc3e9-5f77-4a57-a2d5-0551c193934b,2012,1700,65,75
63,1d9d67d8-9f91-4e59-a38d-64950fbe81e2,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-05-31 12:30:43.377,1,a9269472-0cc0-4c88-8d27-d81786befe01,1812,688,88,140
64,793fcd56-07b2-4df3-a8c2-1d1766e27e8c,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-05-31 12:30:43.440,1,a9269472-0cc0-4c88-8d27-d81786befe01,2271,1004,88,204
65,e13fbcd2-416d-4379-87fc-ece9f99e150e,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-05-31 12:30:43.549,1,a9269472-0cc0-4c88-8d27-d81786befe01,3454,1272,49,54
66,19de54a6-8f92-4c7e-a1fc-48347e77fd5d,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-05-31 13:21:14.977,1,a036a7d7-2aab-46ff-a6a1-c58b9af3d5ed,2232,1951,38,60
67,4a7cafa2-f9e2-4383-b414-db34b685aa12,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-02 08:25:10.147,1,90d863ba-7494-4e38-b484-6230ab9d9da3,1280,1201,151,225
68,fdaa37b8-d42f-42f0-8a7a-e60d43225c89,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-02 08:38:35.382,10,44adbaf3-eb59-4a11-b7e3-63982ad253bc,1430,2689,96,245
69,7858f46e-4c6f-48e9-badb-0ccbfe7aec5b,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-02 09:17:19.222,3,d6cc4cf7-c518-4162-a6ce-255ae3d8a5e3,1333,2082,102,95
70,00260197-c112-42fa-bdab-d7fbc5643ce3,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-02 09:17:42.552,1,d15926fe-240e-4966-80c0-2f4ea3f0feff,1803,1300,159,180
71,ef2ac97a-dc6d-4825-bc11-2fcd9f72b482,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 14:11:13.607,3,9df363d6-bd5d-46c9-84c9-61b0b8f9fd26,1242,2065,109,122
72,f57d2931-cedf-4805-974f-863c1cb427e9,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 15:37:31.517,6,3bf07139-1e2a-4bba-83ea-86a964e26f05,2184,4045,961,969
73,bfe12645-1be0-4862-aa3a-f7fc99779d61,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 15:41:04.753,1,b910e724-2a08-4dc7-ab2b-52276b7d9aed,2416,1287,213,299
74,222bf897-5f69-4126-afb2-ec5cb6d53578,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 15:46:19.669,9,85907ea5-4910-43c9-9acc-9a799222d5f3,3232,965,187,166
75,79cc195c-fb54-4267-bf75-5f5e343ebfad,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 15:51:44.022,1,75dd0fbc-f70b-4e9e-b9d1-649845697ee0,3038,1601,73,106
76,0460d638-6a84-461c-ac2d-f710c9a13189,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 15:52:23.338,3,6bd2fbb0-de82-499b-9c3e-4898fe0876b3,1262,1654,870,330
77,ffbed21f-82e3-4a4a-ae55-21a774218c2b,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 15:52:23.353,2,6bd2fbb0-de82-499b-9c3e-4898fe0876b3,1273,1973,1022,541
78,35597c05-bb35-4eaf-b367-397cb8b823f4,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 15:52:48.730,1,d31a212b-0157-4940-8555-6a27b334c7b0,1624,1800,114,373
79,c0c639ec-7a82-4833-aa65-2d1af717605d,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 15:54:09.424,3,ce32922e-ca0b-4ad2-884a-57421c4b1caa,1060,2866,768,267
80,d028dd52-d9c1-4bdb-9504-7f28a4ab1504,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 15:54:23.300,3,55caa70e-64d6-4e9a-8946-1c28a674e56f,1502,1875,140,86
81,58c05a95-21b9-4924-a1d1-0d1c088ff5f2,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 15:55:06.460,6,5e50636b-bc6e-436c-b3d8-843a5355e1e7,1031,1775,1450,1500
82,072dba23-4117-4c1e-b3ae-b9f2384c0df1,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 15:56:21.528,3,dc9fa141-dbf7-41d5-9df7-f1f83a0d2fb9,1700,1388,106,102
83,356a0c66-c569-490b-b112-8c1d56a3cab3,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:01:48.758,10,e79294af-d56b-4e7a-a382-cd205dcaee99,685,2207,27,41
84,3c614663-c093-48ff-ae67-d2e325136154,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:02:23.026,1,e5a7a84a-5bd5-43de-abbd-e28b82596e74,1861,1189,144,228
85,64e1da7c-064b-492f-bfeb-5a3cbd102eb2,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:03:13.108,1,dab3aeb2-25c3-4b8e-9f59-8dda7733efc2,1526,1650,194,219
86,c3487365-05c9-4454-9909-364bbe65fc73,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:03:59.690,1,f43b4350-1d6b-46bf-8a24-d9fd64c9e059,2087,1279,134,162
87,4392d185-bcb0-45b8-9456-98d9d7a50a05,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:04:38.771,9,ebbe8d97-aa33-4041-ba35-419a01f6f597,1507,835,82,137
88,c7c97651-6433-49c1-b43b-d495bf230a63,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:05:38.776,1,557c94a5-e650-4efe-843b-f7760d5a8c68,3896,1202,252,557
89,26ae16f8-4801-43a2-892f-844015ed6725,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:06:06.903,1,34a2b2b6-5eed-43af-8549-053ebf965774,3479,473,278,527
90,04b2b7b4-f2d6-42e9-826d-7f51f37584ca,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:06:06.966,1,34a2b2b6-5eed-43af-8549-053ebf965774,1838,1914,111,220
91,136986af-e381-4e54-aa03-a0718e861428,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:06:30.186,4,fedd2aff-021c-4034-b709-eaca062e6a6e,1590,1086,180,214
92,7e9f35f1-8a96-4749-a52d-1a289d706fda,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:06:53.891,2,9e7bad52-d50f-45ef-b683-eb2181f4e132,890,1438,418,314
93,2b91bd4d-e1cb-4422-925a-73feda420f04,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:08:21.617,1,973b6aa3-9f1b-49e9-adf2-40566929731f,1088,1326,267,369
94,7039a6a0-7a52-4351-9315-1266c630713c,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:08:22.273,3,5cb34f06-b67b-4592-9dfd-e936d80b519b,2298,1138,133,81
95,7a675a26-502d-4939-9877-0e27958706d2,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:10:07.578,1,c67b7ec8-e935-4b64-a928-62886e28521e,1907,1253,170,263
96,c57f09f4-a00c-46ce-b534-8fd6c8c04cfd,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:10:58.426,1,306355b5-bc13-4292-95d0-c980b85e575a,3,1892,194,119
97,89600266-f5c9-4d9c-bf4c-57ba50f1aab5,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:11:17.287,10,9a79cbe7-a0e1-4046-a052-46ea738348fa,1603,2222,27,32
98,196c5f19-3f8e-4cbe-a191-d9ffb17597f3,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:12:04.384,6,16a3213d-3c88-4506-abd1-889aafe6ad73,2344,1501,1082,1061
99,dd5d3e1d-ea0e-4715-9aa6-cad81d2ef76c,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:12:26.495,10,570d5936-deb0-4ade-883a-a304eb361652,2091,2424,217,157
100,c7bcbb33-339b-4dd9-a5cc-d0cffaf6d1cd,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:12:26.511,10,570d5936-deb0-4ade-883a-a304eb361652,2003,2261,196,184
101,da6e0790-7884-42aa-b324-cb1fcd66ab2b,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:12:35.511,3,5ddcad5b-b41b-4fcb-9221-f635afa83b93,467,964,126,69
102,70d3d64b-faf5-4e1a-b6c1-ca9cbcad2bd3,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:12:54.075,1,394176ca-9be6-44cb-bb47-ec5b36dac4b0,1000,1499,828,1054
103,9bc5e83c-787d-45c7-b9d8-4720cdeb6598,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:13:00.310,1,357c08a6-d16b-4935-b995-93f12539dd81,1970,2200,195,162
104,257b3143-570a-45ab-9f79-f42fa09debb0,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:14:32.458,2,9d1fc82c-7df5-49a9-8101-0a24b07f467b,838,3356,610,287
105,3623577d-2128-4708-99db-bd41c680f711,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:15:14.289,2,cb1f32cf-0afc-4987-88fe-4cca247fdd8b,1189,2158,125,201
106,87ad02c5-7327-4d51-9548-f10b0fc1d00a,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:16:37.202,1,45bb72ac-0329-404d-a92c-a69e98a3ad4e,1715,1085,137,224
107,d05d4c63-2459-4515-aec8-8583dc6aa94f,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:16:37.218,1,45bb72ac-0329-404d-a92c-a69e98a3ad4e,3044,2577,51,72
108,7f9e9ba2-a999-4140-bc3b-bc9545906bc0,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:16:39.968,1,6b2d2ec5-598e-4483-852b-db4043aa16f9,330,1747,231,564
109,bcdf99ac-115e-4141-b82b-f8e88cc4b9bf,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:17:03.954,1,d7fd9278-105c-4ad7-a0bb-7003a7fb84c2,1918,275,196,281
110,7b1f5850-5a54-4c2b-b020-39dd6171c961,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:17:08.658,4,bd8c78ea-73ca-4053-a84c-0a95ed57aa71,1705,2000,103,146
111,cb43502f-9e76-42ef-ac1c-f979463aeb21,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:19:47.984,6,6326327c-7b09-4945-8d75-78f2515e9229,2619,643,418,570
112,ca86ca47-b8da-435e-be86-c005283b7a6b,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:20:33.941,9,6e1e61cd-b7e2-4a25-ae79-20fce9c5a889,1499,2141,218,207
113,2679a736-2013-4aa3-b288-707dc80941ee,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-03 16:20:34.082,9,6e1e61cd-b7e2-4a25-ae79-20fce9c5a889,1064,3193,125,267
114,8a593442-b71e-4052-ab9e-5ce441df7fdb,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-05-28 13:28:48.411,10,aa51b47b-3320-4b1a-b199-71e90b495863,2932,2479,455,312
115,31e3cb72-d51b-4622-bf38-fd72dda8c3ad,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-05-28 13:28:48.426,9,aa51b47b-3320-4b1a-b199-71e90b495863,2504,2975,197,169
116,da922132-650f-47c1-ab68-c72ef5976c87,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-05-28 13:31:30.189,1,211abd8f-ebcb-4989-bf69-3542b7369d41,2716,2194,298,224
117,17c42cfd-d948-4e26-8dea-2dfb917dd22f,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-05-28 13:32:36.272,10,f78f91de-7797-4172-9557-2d162ba4b226,1397,1835,103,89
118,681a5f30-d640-41a9-9cf7-b26943e8a697,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-05-28 13:32:36.397,10,f78f91de-7797-4172-9557-2d162ba4b226,1212,1787,96,96
119,f05d8f89-453b-4b16-a71f-f5d11b3e33fb,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-05-28 20:35:12.983,10,46ab94e6-0689-420c-829a-c1f59bb14fa3,2102,1255,190,409
120,1309d085-4395-4c33-868c-9afe26f1b782,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-05-29 12:31:33.698,10,d72e7c11-ed0f-4335-b8b6-99963d76e5be,1832,1321,265,684
121,c332a405-39ca-4a90-8042-a7eed8dd0dcf,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-05-29 12:32:07.326,1,8e475a4a-ba4b-4088-b496-33dc6da75601,2367,1301,261,148
